dataset,bin_start,bin_end,count
EndoMapper,0.135000,0.140000,690073
EndoMapper,0.140000,0.145000,20239
EndoMapper,0.145000,0.150000,521511
EndoMapper,0.150000,0.155000,430066
EndoMapper,0.155000,0.160000,6394
EndoMapper,0.160000,0.165000,310852
EndoMapper,0.165000,0.170000,6158
EndoMapper,0.170000,0.175000,282485
EndoMapper,0.175000,0.180000,327
EndoMapper,0.180000,0.185000,1986
EndoNeRF,0.000000,0.005000,106441
EndoNeRF,0.010000,0.015000,198
EndoNeRF,0.015000,0.020000,43
EndoNeRF,0.020000,0.025000,430
EndoNeRF,0.025000,0.030000,2104
EndoNeRF,0.030000,0.035000,4225
EndoNeRF,0.035000,0.040000,642529
EndoNeRF,0.040000,0.045000,1403969
EndoNeRF,0.045000,0.050000,1560452
EndoNeRF,0.050000,0.055000,1188546
EndoNeRF,0.055000,0.060000,1143955
EndoNeRF,0.060000,0.065000,3221336
EndoNeRF,0.065000,0.070000,3299624
EndoNeRF,0.070000,0.075000,2578108
EndoNeRF,0.075000,0.080000,1368352
EndoNeRF,0.080000,0.085000,1730505
EndoNeRF,0.085000,0.090000,1731350
EndoNeRF,0.090000,0.095000,2558349
EndoNeRF,0.095000,0.100000,1374897
EndoNeRF,0.100000,0.105000,190513
EndoNeRF,0.105000,0.110000,11151
EndoNeRF,0.110000,0.115000,1640
EndoNeRF,0.115000,0.120000,747
EndoNeRF,0.120000,0.125000,623
EndoNeRF,0.125000,0.130000,432
EndoNeRF,0.130000,0.135000,523
EndoNeRF,0.135000,0.140000,567
EndoNeRF,0.140000,0.145000,523
EndoNeRF,0.145000,0.150000,395
EndoNeRF,0.150000,0.155000,233
EndoNeRF,0.155000,0.160000,130
EndoNeRF,0.160000,0.165000,118
EndoNeRF,0.165000,0.170000,110
EndoNeRF,0.170000,0.175000,164
EndoNeRF,0.175000,0.180000,162
EndoNeRF,0.180000,0.185000,193
EndoNeRF,0.185000,0.190000,105
EndoNeRF,0.190000,0.195000,91
EndoNeRF,0.195000,0.200000,60
EndoNeRF,0.200000,0.205000,59
EndoNeRF,0.205000,0.210000,54
EndoNeRF,0.210000,0.215000,39
EndoNeRF,0.215000,0.220000,40
EndoNeRF,0.220000,0.225000,38
EndoNeRF,0.225000,0.230000,30
EndoNeRF,0.230000,0.235000,53
EndoNeRF,0.235000,0.240000,37
EndoNeRF,0.240000,0.245000,8
EndoNeRF,0.245000,0.250000,3
EndoNeRF,0.250000,0.255000,7
EndoNeRF,0.255000,0.260000,3
EndoNeRF,0.260000,0.265000,9
EndoNeRF,0.265000,0.270000,4
EndoNeRF,0.270000,0.275000,8
EndoNeRF,0.275000,0.280000,7
EndoNeRF,0.280000,0.285000,6
EndoNeRF,0.285000,0.290000,12
EndoNeRF,0.290000,0.295000,5
EndoNeRF,0.295000,0.300000,7
EndoSynth,0.000000,0.005000,65980
EndoSynth,0.005000,0.010000,856495
EndoSynth,0.010000,0.015000,2723790
EndoSynth,0.015000,0.020000,6817123
EndoSynth,0.020000,0.025000,7060870
EndoSynth,0.025000,0.030000,7384304
EndoSynth,0.030000,0.035000,7790424
EndoSynth,0.035000,0.040000,8334493
EndoSynth,0.040000,0.045000,8255456
EndoSynth,0.045000,0.050000,8062869
EndoSynth,0.050000,0.055000,8169786
EndoSynth,0.055000,0.060000,8922802
EndoSynth,0.060000,0.065000,9169543
EndoSynth,0.065000,0.070000,10034497
EndoSynth,0.070000,0.075000,11484267
EndoSynth,0.075000,0.080000,14298264
EndoSynth,0.080000,0.085000,16783800
EndoSynth,0.085000,0.090000,18587587
EndoSynth,0.090000,0.095000,19233762
EndoSynth,0.095000,0.100000,18591851
EndoSynth,0.100000,0.105000,17480718
EndoSynth,0.105000,0.110000,15590101
EndoSynth,0.110000,0.115000,13839274
EndoSynth,0.115000,0.120000,11520641
EndoSynth,0.120000,0.125000,9438719
EndoSynth,0.125000,0.130000,7595647
EndoSynth,0.130000,0.135000,5942096
EndoSynth,0.135000,0.140000,4220615
EndoSynth,0.140000,0.145000,3075916
EndoSynth,0.145000,0.150000,2304181
EndoSynth,0.150000,0.155000,1732348
EndoSynth,0.155000,0.160000,1432751
EndoSynth,0.160000,0.165000,1170031
EndoSynth,0.165000,0.170000,977289
EndoSynth,0.170000,0.175000,787311
EndoSynth,0.175000,0.180000,658279
EndoSynth,0.180000,0.185000,522831
EndoSynth,0.185000,0.190000,434010
EndoSynth,0.190000,0.195000,342369
EndoSynth,0.195000,0.200000,276912
EndoSynth,0.200000,0.205000,227016
EndoSynth,0.205000,0.210000,201404
EndoSynth,0.210000,0.215000,177427
EndoSynth,0.215000,0.220000,169836
EndoSynth,0.220000,0.225000,161474
EndoSynth,0.225000,0.230000,146511
EndoSynth,0.230000,0.235000,116106
EndoSynth,0.235000,0.240000,91117
EndoSynth,0.240000,0.245000,86775
EndoSynth,0.245000,0.250000,79192
EndoSynth,0.250000,0.255000,70038
EndoSynth,0.255000,0.260000,60949
EndoSynth,0.260000,0.265000,45812
EndoSynth,0.265000,0.270000,26515
EndoSynth,0.270000,0.275000,17408
EndoSynth,0.275000,0.280000,9275
EndoSynth,0.280000,0.285000,872
EndoVis2017,0.005000,0.010000,1053224
EndoVis2017,0.010000,0.015000,773497
EndoVis2017,0.015000,0.020000,1856965
EndoVis2017,0.020000,0.025000,5494172
EndoVis2017,0.025000,0.030000,56935350
EndoVis2017,0.030000,0.035000,26408699
EndoVis2017,0.035000,0.040000,18185077
EndoVis2017,0.040000,0.045000,17503434
EndoVis2017,0.045000,0.050000,15007021
EndoVis2017,0.050000,0.055000,14042304
EndoVis2017,0.055000,0.060000,14689266
EndoVis2017,0.060000,0.065000,14031878
EndoVis2017,0.065000,0.070000,17488549
EndoVis2017,0.070000,0.075000,20511344
EndoVis2017,0.075000,0.080000,18900470
EndoVis2017,0.080000,0.085000,18550033
EndoVis2017,0.085000,0.090000,17704074
EndoVis2017,0.090000,0.095000,15865415
EndoVis2017,0.095000,0.100000,12957116
EndoVis2017,0.100000,0.105000,11589767
EndoVis2017,0.105000,0.110000,13953039
EndoVis2017,0.110000,0.115000,13522336
EndoVis2017,0.115000,0.120000,12166577
EndoVis2017,0.120000,0.125000,11497940
EndoVis2017,0.125000,0.130000,10942363
EndoVis2017,0.130000,0.135000,8967238
EndoVis2017,0.135000,0.140000,7066193
EndoVis2017,0.140000,0.145000,5843763
EndoVis2017,0.145000,0.150000,4973214
EndoVis2017,0.150000,0.155000,4320051
EndoVis2017,0.155000,0.160000,3883734
EndoVis2017,0.160000,0.165000,3580421
EndoVis2017,0.165000,0.170000,2475604
EndoVis2017,0.170000,0.175000,1941033
EndoVis2017,0.175000,0.180000,937085
EndoVis2017,0.180000,0.185000,567441
EndoVis2017,0.185000,0.190000,399602
EndoVis2017,0.190000,0.195000,280473
EndoVis2017,0.195000,0.200000,203546
EndoVis2017,0.200000,0.205000,139279
EndoVis2017,0.205000,0.210000,85618
EndoVis2017,0.210000,0.215000,36878
EndoVis2017,0.215000,0.220000,26061
EndoVis2017,0.220000,0.225000,25378
EndoVis2017,0.225000,0.230000,24155
EndoVis2017,0.230000,0.235000,20725
EndoVis2017,0.235000,0.240000,15575
EndoVis2017,0.240000,0.245000,15185
EndoVis2017,0.245000,0.250000,14327
EndoVis2017,0.250000,0.255000,12717
EndoVis2017,0.255000,0.260000,12934
EndoVis2017,0.260000,0.265000,11574
EndoVis2017,0.265000,0.270000,6857
EndoVis2017,0.270000,0.275000,7614
EndoVis2017,0.275000,0.280000,9295
EndoVis2017,0.280000,0.285000,9724
EndoVis2017,0.285000,0.290000,10085
EndoVis2017,0.290000,0.295000,10055
EndoVis2017,0.295000,0.300000,9009
EndoVis2017,0.300000,0.305000,130841
EndoVis2017_eval,0.010000,0.015000,10523
EndoVis2017_eval,0.015000,0.020000,26187
EndoVis2017_eval,0.020000,0.025000,146285
EndoVis2017_eval,0.025000,0.030000,401493
EndoVis2017_eval,0.030000,0.035000,847444
EndoVis2017_eval,0.035000,0.040000,1348657
EndoVis2017_eval,0.040000,0.045000,1813584
EndoVis2017_eval,0.045000,0.050000,2033554
EndoVis2017_eval,0.050000,0.055000,2046033
EndoVis2017_eval,0.055000,0.060000,2620380
EndoVis2017_eval,0.060000,0.065000,4483931
EndoVis2017_eval,0.065000,0.070000,7357957
EndoVis2017_eval,0.070000,0.075000,8335117
EndoVis2017_eval,0.075000,0.080000,8354660
EndoVis2017_eval,0.080000,0.085000,8478095
EndoVis2017_eval,0.085000,0.090000,7892776
EndoVis2017_eval,0.090000,0.095000,7928072
EndoVis2017_eval,0.095000,0.100000,6834422
EndoVis2017_eval,0.100000,0.105000,7558057
EndoVis2017_eval,0.105000,0.110000,10129514
EndoVis2017_eval,0.110000,0.115000,9301339
EndoVis2017_eval,0.115000,0.120000,8344017
EndoVis2017_eval,0.120000,0.125000,7819618
EndoVis2017_eval,0.125000,0.130000,6907644
EndoVis2017_eval,0.130000,0.135000,4440619
EndoVis2017_eval,0.135000,0.140000,1783940
EndoVis2017_eval,0.140000,0.145000,651171
EndoVis2017_eval,0.145000,0.150000,238564
EndoVis2017_eval,0.150000,0.155000,53213
EndoVis2017_eval,0.155000,0.160000,1804
EndoVis2017_eval,0.160000,0.165000,183
EndoVis2017_eval,0.165000,0.170000,1
EndoVis2017_eval,0.170000,0.175000,3
EndoVis2017_train,0.005000,0.010000,1334851
EndoVis2017_train,0.010000,0.015000,936699
EndoVis2017_train,0.015000,0.020000,2217572
EndoVis2017_train,0.020000,0.025000,6608904
EndoVis2017_train,0.025000,0.030000,67514199
EndoVis2017_train,0.030000,0.035000,30787126
EndoVis2017_train,0.035000,0.040000,20511931
EndoVis2017_train,0.040000,0.045000,19225544
EndoVis2017_train,0.045000,0.050000,15686348
EndoVis2017_train,0.050000,0.055000,14714706
EndoVis2017_train,0.055000,0.060000,15029493
EndoVis2017_train,0.060000,0.065000,12373352
EndoVis2017_train,0.065000,0.070000,13800378
EndoVis2017_train,0.070000,0.075000,16256134
EndoVis2017_train,0.075000,0.080000,14329636
EndoVis2017_train,0.080000,0.085000,13879826
EndoVis2017_train,0.085000,0.090000,13404469
EndoVis2017_train,0.090000,0.095000,11089300
EndoVis2017_train,0.095000,0.100000,8781034
EndoVis2017_train,0.100000,0.105000,6384519
EndoVis2017_train,0.105000,0.110000,6529801
EndoVis2017_train,0.110000,0.115000,6900456
EndoVis2017_train,0.115000,0.120000,6250431
EndoVis2017_train,0.120000,0.125000,6069535
EndoVis2017_train,0.125000,0.130000,6290917
EndoVis2017_train,0.130000,0.135000,6357493
EndoVis2017_train,0.135000,0.140000,6689038
EndoVis2017_train,0.140000,0.145000,6396790
EndoVis2017_train,0.145000,0.150000,5734520
EndoVis2017_train,0.150000,0.155000,5148111
EndoVis2017_train,0.155000,0.160000,4683104
EndoVis2017_train,0.160000,0.165000,4313792
EndoVis2017_train,0.165000,0.170000,2990326
EndoVis2017_train,0.170000,0.175000,2338290
EndoVis2017_train,0.175000,0.180000,1128091
EndoVis2017_train,0.180000,0.185000,669988
EndoVis2017_train,0.185000,0.190000,467626
EndoVis2017_train,0.190000,0.195000,326748
EndoVis2017_train,0.195000,0.200000,235679
EndoVis2017_train,0.200000,0.205000,162742
EndoVis2017_train,0.205000,0.210000,95081
EndoVis2017_train,0.210000,0.215000,38790
EndoVis2017_train,0.215000,0.220000,26062
EndoVis2017_train,0.220000,0.225000,25378
EndoVis2017_train,0.225000,0.230000,24155
EndoVis2017_train,0.230000,0.235000,20726
EndoVis2017_train,0.235000,0.240000,15576
EndoVis2017_train,0.240000,0.245000,15186
EndoVis2017_train,0.245000,0.250000,14327
EndoVis2017_train,0.250000,0.255000,12717
EndoVis2017_train,0.255000,0.260000,12934
EndoVis2017_train,0.260000,0.265000,11574
EndoVis2017_train,0.265000,0.270000,6857
EndoVis2017_train,0.270000,0.275000,7614
EndoVis2017_train,0.275000,0.280000,9295
EndoVis2017_train,0.280000,0.285000,9724
EndoVis2017_train,0.285000,0.290000,10085
EndoVis2017_train,0.290000,0.295000,10055
EndoVis2017_train,0.295000,0.300000,9009
EndoVis2017_train,0.300000,0.305000,130841
EndoVis2018,0.005000,0.010000,175978
EndoVis2018,0.010000,0.015000,1309378
EndoVis2018,0.015000,0.020000,1941035
EndoVis2018,0.020000,0.025000,7425171
EndoVis2018,0.025000,0.030000,21240722
EndoVis2018,0.030000,0.035000,22686058
EndoVis2018,0.035000,0.040000,18516705
EndoVis2018,0.040000,0.045000,14314436
EndoVis2018,0.045000,0.050000,11215104
EndoVis2018,0.050000,0.055000,6989952
EndoVis2018,0.055000,0.060000,4069336
EndoVis2018,0.060000,0.065000,2722190
EndoVis2018,0.065000,0.070000,1703008
EndoVis2018,0.070000,0.075000,1431925
EndoVis2018,0.075000,0.080000,1395789
EndoVis2018,0.080000,0.085000,1713914
EndoVis2018,0.085000,0.090000,1950654
EndoVis2018,0.090000,0.095000,1615725
EndoVis2018,0.095000,0.100000,967471
EndoVis2018,0.100000,0.105000,507186
EndoVis2018,0.105000,0.110000,279210
EndoVis2018,0.110000,0.115000,198529
EndoVis2018,0.115000,0.120000,135354
EndoVis2018,0.120000,0.125000,137741
EndoVis2018,0.125000,0.130000,158332
EndoVis2018,0.130000,0.135000,120821
EndoVis2018,0.135000,0.140000,84272
EndoVis2018,0.140000,0.145000,52200
EndoVis2018,0.145000,0.150000,17033
EndoVis2018,0.150000,0.155000,6500
EndoVis2018,0.155000,0.160000,773
Kidney3D,0.000000,0.005000,196518642
Kidney3D,0.005000,0.010000,82326615
Kidney3D,0.010000,0.015000,16634243
Kidney3D,0.015000,0.020000,358470
Kidney3D,0.020000,0.025000,3772
Kidney3D,0.025000,0.030000,315
Kidney3D,0.030000,0.035000,293
Kidney3D,0.035000,0.040000,465
Kidney3D,0.040000,0.045000,281
SCARED,0.000000,0.005000,10854578
SCARED,0.005000,0.010000,8746814
SCARED,0.010000,0.015000,8776079
SCARED,0.015000,0.020000,9158382
SCARED,0.020000,0.025000,10063947
SCARED,0.025000,0.030000,10708066
SCARED,0.030000,0.035000,9487141
SCARED,0.035000,0.040000,6793820
SCARED,0.040000,0.045000,3626869
SCARED,0.045000,0.050000,2294518
SCARED,0.050000,0.055000,1185195
SCARED,0.055000,0.060000,697028
SCARED,0.060000,0.065000,467876
SCARED,0.065000,0.070000,246360
SCARED,0.070000,0.075000,120373
SCARED,0.075000,0.080000,59967
SCARED,0.080000,0.085000,5469
SCARED,0.085000,0.090000,233
SCARED,0.090000,0.095000,140
SCARED,0.095000,0.100000,100
SCARED,0.100000,0.105000,88
SCARED,0.105000,0.110000,73
SCARED,0.110000,0.115000,81
SCARED,0.115000,0.120000,56
SCARED,0.120000,0.125000,60
SCARED,0.125000,0.130000,36
SCARED,0.130000,0.135000,33
SCARED,0.135000,0.140000,31
SCARED,0.140000,0.145000,25
SCARED,0.145000,0.150000,14
SCARED,0.150000,0.155000,15
SCARED,0.155000,0.160000,16
SCARED,0.160000,0.165000,20
SCARED,0.165000,0.170000,12
SCARED,0.170000,0.175000,24
SCARED,0.175000,0.180000,17
SCARED,0.180000,0.185000,11
SCARED,0.185000,0.190000,9
SCARED,0.190000,0.195000,12
SCARED,0.195000,0.200000,8
SCARED,0.200000,0.205000,7
SCARED,0.205000,0.210000,7
SCARED,0.210000,0.215000,3
SCARED,0.215000,0.220000,7
SCARED,0.220000,0.225000,3
SCARED,0.225000,0.230000,5
SCARED,0.230000,0.235000,2
SCARED,0.235000,0.240000,4
SCARED,0.240000,0.245000,2
SCARED,0.245000,0.250000,4
SCARED,0.250000,0.255000,3
SCARED,0.255000,0.260000,1
SimCol,0.000000,0.005000,822074
SimCol,0.005000,0.010000,4977859
SimCol,0.010000,0.015000,18676188
SimCol,0.015000,0.020000,49320573
SimCol,0.020000,0.025000,49627609
SimCol,0.025000,0.030000,48297808
SimCol,0.030000,0.035000,44736605
SimCol,0.035000,0.040000,47614059
SimCol,0.040000,0.045000,31292668
SimCol,0.045000,0.050000,26481282
SimCol,0.050000,0.055000,21907986
SimCol,0.055000,0.060000,22160829
SimCol,0.060000,0.065000,14421968
SimCol,0.065000,0.070000,12096406
SimCol,0.070000,0.075000,10333042
SimCol,0.075000,0.080000,10246950
SimCol,0.080000,0.085000,6673034
SimCol,0.085000,0.090000,5667852
SimCol,0.090000,0.095000,5876869
SimCol,0.095000,0.100000,3785520
SimCol,0.100000,0.105000,3187148
SimCol,0.105000,0.110000,2637982
SimCol,0.110000,0.115000,2638609
SimCol,0.115000,0.120000,1558845
SimCol,0.120000,0.125000,1234989
SimCol,0.125000,0.130000,974870
SimCol,0.130000,0.135000,970003
SimCol,0.135000,0.140000,612341
SimCol,0.140000,0.145000,483806
SimCol,0.145000,0.150000,382833
SimCol,0.150000,0.155000,362609
SimCol,0.155000,0.160000,215859
SimCol,0.160000,0.165000,173597
SimCol,0.165000,0.170000,169536
SimCol,0.170000,0.175000,117617
SimCol,0.175000,0.180000,97095
SimCol,0.180000,0.185000,76035
SimCol,0.185000,0.190000,84634
SimCol,0.190000,0.195000,50247
SimCol,0.195000,0.200000,40050
SimCol,0.200000,0.205000,34140
SimCol,0.205000,0.210000,35628
SimCol,0.210000,0.215000,21472
SimCol,0.215000,0.220000,13494
SimCol,0.220000,0.225000,10298
SimCol,0.225000,0.230000,9882
SimCol,0.230000,0.235000,6166
SimCol,0.235000,0.240000,3996
SimCol,0.240000,0.245000,3520
SimCol,0.245000,0.250000,1838
SimCol,0.250000,0.255000,832
SimCol,0.255000,0.260000,410
SimCol,0.260000,0.265000,758
SimCol,0.265000,0.270000,336
SimCol,0.270000,0.275000,22
StereoMIS,0.000000,0.005000,58753
StereoMIS,0.005000,0.010000,1176052
StereoMIS,0.010000,0.015000,799183
StereoMIS,0.015000,0.020000,631142
StereoMIS,0.020000,0.025000,1210344
StereoMIS,0.025000,0.030000,2359881
StereoMIS,0.030000,0.035000,4436473
StereoMIS,0.035000,0.040000,5647023
StereoMIS,0.040000,0.045000,8575634
StereoMIS,0.045000,0.050000,10610731
StereoMIS,0.050000,0.055000,11867319
StereoMIS,0.055000,0.060000,14630926
StereoMIS,0.060000,0.065000,15717176
StereoMIS,0.065000,0.070000,15449777
StereoMIS,0.070000,0.075000,17066931
StereoMIS,0.075000,0.080000,20365963
StereoMIS,0.080000,0.085000,21967135
StereoMIS,0.085000,0.090000,19753125
StereoMIS,0.090000,0.095000,20705263
StereoMIS,0.095000,0.100000,24177394
StereoMIS,0.100000,0.105000,23826345
StereoMIS,0.105000,0.110000,29622696
StereoMIS,0.110000,0.115000,27620581
StereoMIS,0.115000,0.120000,22710501
StereoMIS,0.120000,0.125000,18804948
StereoMIS,0.125000,0.130000,13700009
StereoMIS,0.130000,0.135000,12031910
StereoMIS,0.135000,0.140000,9981202
StereoMIS,0.140000,0.145000,8602158
StereoMIS,0.145000,0.150000,6856417
StereoMIS,0.150000,0.155000,5653900
StereoMIS,0.155000,0.160000,4776584
StereoMIS,0.160000,0.165000,4422098
StereoMIS,0.165000,0.170000,3689587
StereoMIS,0.170000,0.175000,3328852
StereoMIS,0.175000,0.180000,3571656
StereoMIS,0.180000,0.185000,3546682
StereoMIS,0.185000,0.190000,3468914
StereoMIS,0.190000,0.195000,1594177
StereoMIS,0.195000,0.200000,520667
StereoMIS,0.200000,0.205000,258038
StereoMIS,0.205000,0.210000,135109
StereoMIS,0.210000,0.215000,76328
StereoMIS,0.215000,0.220000,55826
StereoMIS,0.220000,0.225000,34235
StereoMIS,0.225000,0.230000,12655
StereoMIS,0.230000,0.235000,11658
StereoMIS,0.235000,0.240000,12349
StereoMIS,0.240000,0.245000,9040
StereoMIS,0.245000,0.250000,7183
StereoMIS,0.250000,0.255000,5043
StereoMIS,0.255000,0.260000,2106
StereoMIS,0.260000,0.265000,1376
StereoMIS,0.265000,0.270000,965
StereoMIS,0.270000,0.275000,7532
StereoMIS,0.275000,0.280000,78
StereoMIS,0.280000,0.285000,64
StereoMIS,0.285000,0.290000,52
StereoMIS,0.290000,0.295000,67
StereoMIS,0.295000,0.300000,51
StereoMIS,0.300000,0.305000,63
StereoMIS,0.305000,0.310000,68
StereoMIS,0.310000,0.315000,55
StereoMIS,0.315000,0.320000,60
StereoMIS,0.320000,0.325000,62
StereoMIS,0.325000,0.330000,42
StereoMIS,0.330000,0.335000,35
StereoMIS,0.335000,0.340000,39
StereoMIS,0.340000,0.345000,30
StereoMIS,0.345000,0.350000,38
StereoMIS,0.350000,0.355000,35
StereoMIS,0.355000,0.360000,30
StereoMIS,0.360000,0.365000,24
StereoMIS,0.365000,0.370000,28
StereoMIS,0.370000,0.375000,20
StereoMIS,0.375000,0.380000,23
StereoMIS,0.380000,0.385000,26
StereoMIS,0.385000,0.390000,27
StereoMIS,0.390000,0.395000,21
StereoMIS,0.395000,0.400000,16
StereoMIS,0.400000,0.405000,20
StereoMIS,0.405000,0.410000,19
StereoMIS,0.410000,0.415000,13
StereoMIS,0.415000,0.420000,25
StereoMIS,0.420000,0.425000,11
StereoMIS,0.425000,0.430000,21
StereoMIS,0.430000,0.435000,21
StereoMIS,0.435000,0.440000,8
StereoMIS,0.440000,0.445000,16
StereoMIS,0.445000,0.450000,17
StereoMIS,0.450000,0.455000,17
StereoMIS,0.455000,0.460000,13
StereoMIS,0.460000,0.465000,19
StereoMIS,0.465000,0.470000,13
StereoMIS,0.470000,0.475000,10
StereoMIS,0.475000,0.480000,13
StereoMIS,0.480000,0.485000,15
StereoMIS,0.485000,0.490000,14
StereoMIS,0.490000,0.495000,11
StereoMIS,0.495000,0.500000,13
StereoMIS,0.500000,0.505000,9
StereoMIS,0.505000,0.510000,5
StereoMIS,0.510000,0.515000,10
StereoMIS,0.515000,0.520000,11
StereoMIS,0.520000,0.525000,7
StereoMIS,0.525000,0.530000,14
StereoMIS,0.530000,0.535000,13
StereoMIS,0.535000,0.540000,7
StereoMIS,0.540000,0.545000,16
StereoMIS,0.545000,0.550000,6
StereoMIS,0.550000,0.555000,7
StereoMIS,0.555000,0.560000,8
StereoMIS,0.560000,0.565000,7
StereoMIS,0.565000,0.570000,5
StereoMIS,0.570000,0.575000,11
StereoMIS,0.575000,0.580000,11
StereoMIS,0.580000,0.585000,10
StereoMIS,0.585000,0.590000,5
StereoMIS,0.590000,0.595000,5
StereoMIS,0.595000,0.600000,7
StereoMIS,0.600000,0.605000,8
StereoMIS,0.605000,0.610000,10
StereoMIS,0.610000,0.615000,4
StereoMIS,0.615000,0.620000,5
StereoMIS,0.620000,0.625000,6
StereoMIS,0.625000,0.630000,8
StereoMIS,0.630000,0.635000,6
StereoMIS,0.635000,0.640000,8
StereoMIS,0.640000,0.645000,12
StereoMIS,0.645000,0.650000,10
StereoMIS,0.650000,0.655000,4
StereoMIS,0.655000,0.660000,4
StereoMIS,0.660000,0.665000,4
StereoMIS,0.665000,0.670000,5
StereoMIS,0.670000,0.675000,6
StereoMIS,0.675000,0.680000,6
StereoMIS,0.680000,0.685000,2
StereoMIS,0.685000,0.690000,5
StereoMIS,0.690000,0.695000,5
StereoMIS,0.695000,0.700000,5
StereoMIS,0.700000,0.705000,7
StereoMIS,0.705000,0.710000,7
StereoMIS,0.715000,0.720000,3
StereoMIS,0.720000,0.725000,7
StereoMIS,0.725000,0.730000,7
StereoMIS,0.730000,0.735000,4
StereoMIS,0.735000,0.740000,3
StereoMIS,0.740000,0.745000,3
StereoMIS,0.745000,0.750000,1
StereoMIS,0.750000,0.755000,4
StereoMIS,0.755000,0.760000,5
StereoMIS,0.760000,0.765000,6
StereoMIS,0.765000,0.770000,10
StereoMIS,0.770000,0.775000,4
StereoMIS,0.775000,0.780000,5
StereoMIS,0.780000,0.785000,3
StereoMIS,0.785000,0.790000,3
StereoMIS,0.790000,0.795000,3
StereoMIS,0.795000,0.800000,6
StereoMIS,0.800000,0.805000,3
StereoMIS,0.805000,0.810000,5
StereoMIS,0.815000,0.820000,2
StereoMIS,0.820000,0.825000,5
StereoMIS,0.825000,0.830000,2
StereoMIS,0.830000,0.835000,3
StereoMIS,0.835000,0.840000,4
StereoMIS,0.840000,0.845000,1
StereoMIS,0.845000,0.850000,1
StereoMIS,0.850000,0.855000,5
StereoMIS,0.855000,0.860000,2
StereoMIS,0.860000,0.865000,1
StereoMIS,0.865000,0.870000,1
StereoMIS,0.870000,0.875000,2
StereoMIS,0.875000,0.880000,3
StereoMIS,0.880000,0.885000,2
StereoMIS,0.885000,0.890000,1
StereoMIS,0.890000,0.895000,4
StereoMIS,0.895000,0.900000,1
StereoMIS,0.900000,0.905000,2
StereoMIS,0.905000,0.910000,6
StereoMIS,0.910000,0.915000,5
StereoMIS,0.915000,0.920000,4
StereoMIS,0.920000,0.925000,1
StereoMIS,0.925000,0.930000,1
StereoMIS,0.930000,0.935000,1
StereoMIS,0.935000,0.940000,6
StereoMIS,0.940000,0.945000,3
StereoMIS,0.945000,0.950000,3
StereoMIS,0.950000,0.955000,2
StereoMIS,0.955000,0.960000,4
