dataset,bin_start,bin_end,count
EndoNeRF,0.020000,0.025000,430
EndoNeRF,0.025000,0.030000,2104
EndoNeRF,0.030000,0.035000,4225
EndoNeRF,0.035000,0.040000,642529
EndoNeRF,0.040000,0.045000,1403969
EndoNeRF,0.045000,0.050000,1560452
EndoNeRF,0.050000,0.055000,1188546
EndoNeRF,0.055000,0.060000,1143955
EndoNeRF,0.060000,0.065000,3221336
EndoNeRF,0.065000,0.070000,3299624
EndoNeRF,0.070000,0.075000,2578108
EndoNeRF,0.075000,0.080000,1368352
EndoNeRF,0.080000,0.085000,1730505
EndoNeRF,0.085000,0.090000,1731350
EndoNeRF,0.090000,0.095000,2558349
EndoNeRF,0.095000,0.100000,1374897
EndoNeRF,0.100000,0.105000,190513
EndoNeRF,0.105000,0.110000,11151
EndoNeRF,0.110000,0.115000,1640
EndoNeRF,0.115000,0.120000,747
EndoNeRF,0.120000,0.125000,623
EndoNeRF,0.125000,0.130000,432
EndoNeRF,0.130000,0.135000,523
EndoNeRF,0.135000,0.140000,567
EndoNeRF,0.140000,0.145000,523
EndoNeRF,0.145000,0.150000,395
EndoNeRF,0.150000,0.155000,233
EndoNeRF,0.155000,0.160000,130
EndoNeRF,0.160000,0.165000,118
EndoNeRF,0.165000,0.170000,110
EndoNeRF,0.170000,0.175000,164
EndoNeRF,0.175000,0.180000,162
EndoNeRF,0.180000,0.185000,193
EndoNeRF,0.185000,0.190000,105
EndoNeRF,0.190000,0.195000,91
EndoNeRF,0.195000,0.200000,60
EndoNeRF,0.200000,0.205000,59
EndoNeRF,0.205000,0.210000,54
EndoNeRF,0.210000,0.215000,39
EndoNeRF,0.215000,0.220000,40
EndoNeRF,0.220000,0.225000,38
EndoNeRF,0.225000,0.230000,30
EndoNeRF,0.230000,0.235000,53
EndoNeRF,0.235000,0.240000,37
EndoNeRF,0.240000,0.245000,8
EndoNeRF,0.245000,0.250000,3
EndoNeRF,0.250000,0.255000,7
EndoNeRF,0.255000,0.260000,3
EndoNeRF,0.260000,0.265000,9
EndoNeRF,0.265000,0.270000,4
EndoNeRF,0.270000,0.275000,8
EndoNeRF,0.275000,0.280000,7
EndoNeRF,0.280000,0.285000,6
EndoNeRF,0.285000,0.290000,12
EndoNeRF,0.290000,0.295000,5
EndoNeRF,0.295000,0.300000,7
EndoVis2017,0.005000,0.010000,1334851
EndoVis2017,0.010000,0.015000,947222
EndoVis2017,0.015000,0.020000,2243759
EndoVis2017,0.020000,0.025000,6755189
EndoVis2017,0.025000,0.030000,67915692
EndoVis2017,0.030000,0.035000,31634570
EndoVis2017,0.035000,0.040000,21860588
EndoVis2017,0.040000,0.045000,21039128
EndoVis2017,0.045000,0.050000,17719902
EndoVis2017,0.050000,0.055000,16760739
EndoVis2017,0.055000,0.060000,17649873
EndoVis2017,0.060000,0.065000,16857283
EndoVis2017,0.065000,0.070000,21158335
EndoVis2017,0.070000,0.075000,24591251
EndoVis2017,0.075000,0.080000,22684296
EndoVis2017,0.080000,0.085000,22357921
EndoVis2017,0.085000,0.090000,21297245
EndoVis2017,0.090000,0.095000,19017372
EndoVis2017,0.095000,0.100000,15615456
EndoVis2017,0.100000,0.105000,13942576
EndoVis2017,0.105000,0.110000,16659315
EndoVis2017,0.110000,0.115000,16201795
EndoVis2017,0.115000,0.120000,14594448
EndoVis2017,0.120000,0.125000,13889153
EndoVis2017,0.125000,0.130000,13198561
EndoVis2017,0.130000,0.135000,10798112
EndoVis2017,0.135000,0.140000,8472978
EndoVis2017,0.140000,0.145000,7047961
EndoVis2017,0.145000,0.150000,5973084
EndoVis2017,0.150000,0.155000,5201324
EndoVis2017,0.155000,0.160000,4684908
EndoVis2017,0.160000,0.165000,4313975
EndoVis2017,0.165000,0.170000,2990327
EndoVis2017,0.170000,0.175000,2338293
EndoVis2017,0.175000,0.180000,1128091
EndoVis2017,0.180000,0.185000,669988
EndoVis2017,0.185000,0.190000,467626
EndoVis2017,0.190000,0.195000,326748
EndoVis2017,0.195000,0.200000,235679
EndoVis2017,0.200000,0.205000,162742
EndoVis2017,0.205000,0.210000,95081
EndoVis2017,0.210000,0.215000,38790
EndoVis2017,0.215000,0.220000,26062
EndoVis2017,0.220000,0.225000,25378
EndoVis2017,0.225000,0.230000,24155
EndoVis2017,0.230000,0.235000,20726
EndoVis2017,0.235000,0.240000,15576
EndoVis2017,0.240000,0.245000,15186
EndoVis2017,0.245000,0.250000,14327
EndoVis2017,0.250000,0.255000,12717
EndoVis2017,0.255000,0.260000,12934
EndoVis2017,0.260000,0.265000,11574
EndoVis2017,0.265000,0.270000,6857
EndoVis2017,0.270000,0.275000,7614
EndoVis2017,0.275000,0.280000,9295
EndoVis2017,0.280000,0.285000,9724
EndoVis2017,0.285000,0.290000,10085
EndoVis2017,0.290000,0.295000,10055
EndoVis2017,0.295000,0.300000,9009
EndoVis2017,0.300000,0.305000,130841
EndoVis2018,0.005000,0.010000,708001
EndoVis2018,0.010000,0.015000,2541842
EndoVis2018,0.015000,0.020000,5360341
EndoVis2018,0.020000,0.025000,9233360
EndoVis2018,0.025000,0.030000,71968920
EndoVis2018,0.030000,0.035000,60909313
EndoVis2018,0.035000,0.040000,38013583
EndoVis2018,0.040000,0.045000,26433269
EndoVis2018,0.045000,0.050000,20135333
EndoVis2018,0.050000,0.055000,16515546
EndoVis2018,0.055000,0.060000,11719221
EndoVis2018,0.060000,0.065000,8018811
EndoVis2018,0.065000,0.070000,7079896
EndoVis2018,0.070000,0.075000,7800543
EndoVis2018,0.075000,0.080000,6574669
EndoVis2018,0.080000,0.085000,5964258
EndoVis2018,0.085000,0.090000,5865212
EndoVis2018,0.090000,0.095000,5466468
EndoVis2018,0.095000,0.100000,6686511
EndoVis2018,0.100000,0.105000,5260643
EndoVis2018,0.105000,0.110000,5533008
EndoVis2018,0.110000,0.115000,4958298
EndoVis2018,0.115000,0.120000,4487006
EndoVis2018,0.120000,0.125000,4169615
EndoVis2018,0.125000,0.130000,3316337
EndoVis2018,0.130000,0.135000,2094805
EndoVis2018,0.135000,0.140000,1351115
EndoVis2018,0.140000,0.145000,916120
EndoVis2018,0.145000,0.150000,439395
EndoVis2018,0.150000,0.155000,223117
EndoVis2018,0.155000,0.160000,169100
EndoVis2018,0.160000,0.165000,180077
EndoVis2018,0.165000,0.170000,148957
EndoVis2018,0.170000,0.175000,15903
EndoVis2018,0.175000,0.180000,9852
EndoVis2018,0.180000,0.185000,6712
EndoVis2018,0.185000,0.190000,4984
EndoVis2018,0.190000,0.195000,3554
EndoVis2018,0.195000,0.200000,3281
EndoVis2018,0.200000,0.205000,3037
EndoVis2018,0.205000,0.210000,2624
EndoVis2018,0.210000,0.215000,2407
EndoVis2018,0.215000,0.220000,2061
EndoVis2018,0.220000,0.225000,1852
EndoVis2018,0.225000,0.230000,1737
EndoVis2018,0.230000,0.235000,1551
EndoVis2018,0.235000,0.240000,1452
EndoVis2018,0.240000,0.245000,1357
EndoVis2018,0.245000,0.250000,1276
EndoVis2018,0.250000,0.255000,1215
EndoVis2018,0.255000,0.260000,1185
EndoVis2018,0.260000,0.265000,1203
EndoVis2018,0.265000,0.270000,1163
EndoVis2018,0.270000,0.275000,1129
EndoVis2018,0.275000,0.280000,1123
EndoVis2018,0.280000,0.285000,1087
EndoVis2018,0.285000,0.290000,1092
EndoVis2018,0.290000,0.295000,1011
EndoVis2018,0.295000,0.300000,1055
EndoVis2018,0.300000,0.305000,14674
Kidney3D,0.000000,0.005000,294742668
Kidney3D,0.005000,0.010000,123524760
Kidney3D,0.010000,0.015000,24953391
Kidney3D,0.015000,0.020000,536861
Kidney3D,0.020000,0.025000,5625
Kidney3D,0.025000,0.030000,473
Kidney3D,0.030000,0.035000,435
Kidney3D,0.035000,0.040000,709
Kidney3D,0.040000,0.045000,416
SCARED,0.000000,0.005000,156434092
SCARED,0.005000,0.010000,126098053
SCARED,0.010000,0.015000,126417600
SCARED,0.015000,0.020000,131957558
SCARED,0.020000,0.025000,145367225
SCARED,0.025000,0.030000,154414576
SCARED,0.030000,0.035000,136893814
SCARED,0.035000,0.040000,97908363
SCARED,0.040000,0.045000,52150268
SCARED,0.045000,0.050000,33466163
SCARED,0.050000,0.055000,17124255
SCARED,0.055000,0.060000,9939650
SCARED,0.060000,0.065000,6687086
SCARED,0.065000,0.070000,3557490
SCARED,0.070000,0.075000,1740706
SCARED,0.075000,0.080000,861724
SCARED,0.080000,0.085000,79952
SCARED,0.085000,0.090000,3718
SCARED,0.090000,0.095000,2059
SCARED,0.095000,0.100000,1627
SCARED,0.100000,0.105000,1308
SCARED,0.105000,0.110000,1151
SCARED,0.110000,0.115000,1148
SCARED,0.115000,0.120000,905
SCARED,0.120000,0.125000,710
SCARED,0.125000,0.130000,613
SCARED,0.130000,0.135000,471
SCARED,0.135000,0.140000,458
SCARED,0.140000,0.145000,349
SCARED,0.145000,0.150000,290
SCARED,0.150000,0.155000,253
SCARED,0.155000,0.160000,265
SCARED,0.160000,0.165000,340
SCARED,0.165000,0.170000,271
SCARED,0.170000,0.175000,221
SCARED,0.175000,0.180000,232
SCARED,0.180000,0.185000,196
SCARED,0.185000,0.190000,129
SCARED,0.190000,0.195000,180
SCARED,0.195000,0.200000,158
SCARED,0.200000,0.205000,105
SCARED,0.205000,0.210000,86
SCARED,0.210000,0.215000,53
SCARED,0.215000,0.220000,66
SCARED,0.220000,0.225000,68
SCARED,0.225000,0.230000,41
SCARED,0.230000,0.235000,45
SCARED,0.235000,0.240000,69
SCARED,0.240000,0.245000,33
SCARED,0.245000,0.250000,38
SCARED,0.250000,0.255000,35
SCARED,0.255000,0.260000,6
SimCol,0.000000,0.005000,19351089
SimCol,0.005000,0.010000,93051912
SimCol,0.010000,0.015000,357875068
SimCol,0.015000,0.020000,936417616
SimCol,0.020000,0.025000,932074134
SimCol,0.025000,0.030000,916385986
SimCol,0.030000,0.035000,845730171
SimCol,0.035000,0.040000,900949539
SimCol,0.040000,0.045000,588214856
SimCol,0.045000,0.050000,497807720
SimCol,0.050000,0.055000,413559492
SimCol,0.055000,0.060000,421813987
SimCol,0.060000,0.065000,273799282
SimCol,0.065000,0.070000,227339803
SimCol,0.070000,0.075000,193100633
SimCol,0.075000,0.080000,194414726
SimCol,0.080000,0.085000,127540227
SimCol,0.085000,0.090000,107093288
SimCol,0.090000,0.095000,111380126
SimCol,0.095000,0.100000,71534962
SimCol,0.100000,0.105000,59840307
SimCol,0.105000,0.110000,49200492
SimCol,0.110000,0.115000,49248614
SimCol,0.115000,0.120000,29913297
SimCol,0.120000,0.125000,23579726
SimCol,0.125000,0.130000,18853266
SimCol,0.130000,0.135000,18735836
SimCol,0.135000,0.140000,11515589
SimCol,0.140000,0.145000,9164752
SimCol,0.145000,0.150000,7335174
SimCol,0.150000,0.155000,6791283
SimCol,0.155000,0.160000,3961149
SimCol,0.160000,0.165000,3192995
SimCol,0.165000,0.170000,3282161
SimCol,0.170000,0.175000,2171278
SimCol,0.175000,0.180000,1785021
SimCol,0.180000,0.185000,1483896
SimCol,0.185000,0.190000,1553617
SimCol,0.190000,0.195000,977731
SimCol,0.195000,0.200000,773210
SimCol,0.200000,0.205000,633038
SimCol,0.205000,0.210000,648229
SimCol,0.210000,0.215000,415980
SimCol,0.215000,0.220000,263752
SimCol,0.220000,0.225000,192779
SimCol,0.225000,0.230000,177823
SimCol,0.230000,0.235000,106723
SimCol,0.235000,0.240000,87413
SimCol,0.240000,0.245000,73598
SimCol,0.245000,0.250000,33493
SimCol,0.250000,0.255000,16615
SimCol,0.255000,0.260000,9100
SimCol,0.260000,0.265000,11848
SimCol,0.265000,0.270000,6812
SimCol,0.270000,0.275000,511
SimCol,0.275000,0.280000,16
SimCol,0.280000,0.285000,2
SimCol,0.290000,0.295000,1
SimCol,0.295000,0.300000,74904
StereoMIS,0.300000,0.305000,29862220278
dVPN,0.005000,0.010000,128749
dVPN,0.010000,0.015000,3579587
dVPN,0.015000,0.020000,20605770
dVPN,0.020000,0.025000,36760424
dVPN,0.025000,0.030000,61569673
dVPN,0.030000,0.035000,86085922
dVPN,0.035000,0.040000,119230133
dVPN,0.040000,0.045000,168320406
dVPN,0.045000,0.050000,238321174
dVPN,0.050000,0.055000,313661202
dVPN,0.055000,0.060000,320717800
dVPN,0.060000,0.065000,280492690
dVPN,0.065000,0.070000,253231715
dVPN,0.070000,0.075000,215203513
dVPN,0.075000,0.080000,160599657
dVPN,0.080000,0.085000,141096216
dVPN,0.085000,0.090000,124052243
dVPN,0.090000,0.095000,109348288
dVPN,0.095000,0.100000,92082292
dVPN,0.100000,0.105000,80939632
dVPN,0.105000,0.110000,61969241
dVPN,0.110000,0.115000,40737054
dVPN,0.115000,0.120000,25677212
dVPN,0.120000,0.125000,19074659
dVPN,0.125000,0.130000,14595767
dVPN,0.130000,0.135000,12769340
dVPN,0.135000,0.140000,12477320
dVPN,0.140000,0.145000,10671344
dVPN,0.145000,0.150000,9060170
dVPN,0.150000,0.155000,7923130
dVPN,0.155000,0.160000,3521483
dVPN,0.160000,0.165000,611092
dVPN,0.165000,0.170000,11482
dVPN,0.170000,0.175000,25
dVPN,0.175000,0.180000,2
dVPN,0.180000,0.185000,1
dVPN,0.185000,0.190000,5
dVPN,0.190000,0.195000,1
dVPN,0.195000,0.200000,3
dVPN,0.200000,0.205000,2
dVPN,0.220000,0.225000,1
dVPN,0.240000,0.245000,1
dVPN,0.245000,0.250000,1
dVPN,0.255000,0.260000,1
dVPN,0.295000,0.300000,1
dVPN,0.300000,0.305000,8
hamlyn,0.005000,0.010000,40770
hamlyn,0.010000,0.015000,4042140
hamlyn,0.015000,0.020000,50434513
hamlyn,0.020000,0.025000,124375917
hamlyn,0.025000,0.030000,211312285
hamlyn,0.030000,0.035000,159028872
hamlyn,0.035000,0.040000,424122667
hamlyn,0.040000,0.045000,792351955
hamlyn,0.045000,0.050000,1132704127
hamlyn,0.050000,0.055000,1096303174
hamlyn,0.055000,0.060000,938746619
hamlyn,0.060000,0.065000,783043614
hamlyn,0.065000,0.070000,463612035
hamlyn,0.070000,0.075000,472334906
hamlyn,0.075000,0.080000,548800859
hamlyn,0.080000,0.085000,297099151
hamlyn,0.085000,0.090000,271040893
hamlyn,0.090000,0.095000,398858546
hamlyn,0.095000,0.100000,215126288
hamlyn,0.100000,0.105000,219957688
hamlyn,0.105000,0.110000,150816196
hamlyn,0.110000,0.115000,119002390
hamlyn,0.115000,0.120000,84394301
hamlyn,0.120000,0.125000,94590861
hamlyn,0.125000,0.130000,135082304
hamlyn,0.130000,0.135000,53712315
hamlyn,0.135000,0.140000,83151251
hamlyn,0.140000,0.145000,60836464
hamlyn,0.145000,0.150000,25122614
hamlyn,0.150000,0.155000,20655933
hamlyn,0.155000,0.160000,26742871
hamlyn,0.160000,0.165000,5642084
hamlyn,0.165000,0.170000,18620051
hamlyn,0.170000,0.175000,13734902
hamlyn,0.175000,0.180000,7591135
hamlyn,0.180000,0.185000,2983695
hamlyn,0.185000,0.190000,4954576
hamlyn,0.190000,0.195000,992584
hamlyn,0.195000,0.200000,2587642
hamlyn,0.200000,0.205000,801956
hamlyn,0.205000,0.210000,1134096
hamlyn,0.210000,0.215000,337717
hamlyn,0.215000,0.220000,1139596
hamlyn,0.220000,0.225000,234369
hamlyn,0.225000,0.230000,475194
hamlyn,0.230000,0.235000,328340
hamlyn,0.235000,0.240000,275271
hamlyn,0.240000,0.245000,693400
hamlyn,0.245000,0.250000,173823
hamlyn,0.250000,0.255000,192948
hamlyn,0.255000,0.260000,413442
hamlyn,0.260000,0.265000,306409
hamlyn,0.265000,0.270000,112754
hamlyn,0.270000,0.275000,387396
hamlyn,0.275000,0.280000,345939
hamlyn,0.280000,0.285000,147343
hamlyn,0.285000,0.290000,218456
hamlyn,0.290000,0.295000,400706
hamlyn,0.295000,0.300000,83253
hamlyn,0.300000,0.305000,20154
